ID;ESTADO;INGRESOS;CASA;PRECIO_DISPOSITIVO;GENERO;MESES;DURACION;SOBRECARGO;SALDO_RESTANTE;SATISFACCION
18693;VINCULADO;8263562;1340395877;880596;Hombre;16;15.2;46.41391;83.5;2.124659
18694;RETIRADO;1320577;233231946.4;623356;Hombre;29;15.5;175.3967;16.8;8.075137
18695;RETIRADO;2744379;467091368.3;1486921;Mujer;22;0.8;179.0793;7.5;8.534734
18696;RETIRADO;3524075;552817406.1;2189019;Hombre;17;3.7;237.2544;22.5;8.243017
18697;VINCULADO;7705516;1249558950;1337470;Hombre;33;15.9;27.12461;67.6;3.726238
18698;VINCULADO;7410787;1186337528;2232705;Mujer;11;17.4;0;72.1;2.562382
18699;VINCULADO;1767015;272634413.6;490983;Mujer;9;16.7;7.444555;24.9;2.526803
18700;VINCULADO;2924419;443794007.1;804155;Mujer;0;3.5;1.463217;6;2.567118
18701;VINCULADO;150000;76221921.23;1772093;Mujer;12;14.6;52.17553;11.4;3.147328
18702;RETIRADO;7050807;1115091330;2396163;Hombre;29;3.3;65.69056;28.7;2.52701
18703;VINCULADO;3469616;636710205.9;2590751;Mujer;17;2.2;231.5698;20.2;8.514156
18704;VINCULADO;7287452;1147921136;2035503;Hombre;8;14.6;6.663121;57.8;2.589381
18705;RETIRADO;8235301;1316587254;365351;Hombre;47;15.3;319.022;96.3;8.456377
18706;RETIRADO;2785862;455905215.1;2133626;Hombre;12;2.5;224.6924;31.5;8.023592
18707;RETIRADO;6818922;1075938924;1879203;Mujer;15;0.9;272.4197;74.6;8.256117
18708;RETIRADO;7308127;1131618105;1135677;Mujer;11;16.4;121.2778;62.9;7.978807
18709;VINCULADO;7133545;1143981298;2255721;Hombre;21;17.4;12.99346;48.3;3.163185
18710;VINCULADO;4477370;786265589.9;2886449;Hombre;35;1.6;0;33.6;2.419472
18711;VINCULADO;1549141;272574888.1;1392254;Hombre;30;13.1;0;12.8;2.631205
18712;VINCULADO;6833386;1105723504;1688015;Mujer;40;16.6;177.4282;57.7;7.864596
18713;RETIRADO;2686663;461750429.4;338772;Hombre;31;0;131.7352;16.2;8.346737
18714;VINCULADO;6434555;1039914716;1347255;Hombre;16;2.5;0;71;2.765117
18715;VINCULADO;8223597;1267528971;533840;Hombre;50;15.5;38.23298;66.1;2.297561
18716;RETIRADO;7661008;1199545362;1501127;Hombre;9;15.4;55.13128;70.2;8.757048
18717;VINCULADO;545557;129362133.1;832422;Hombre;1;15.5;29.01198;18.8;2.714698
18718;RETIRADO;150000;130086275;2402376;Hombre;29;15.1;131.4795;0;8.806811
18719;VINCULADO;1487723;239868454;1300629;Mujer;47;14.5;0;29.2;3.815224
18720;VINCULADO;939427;180478505;1963042;Hombre;41;17.4;10.09199;27.6;3.7403
18721;VINCULADO;3873933;668842105.4;2803168;Mujer;28;0.8;41.52568;24.4;2.400986
18722;VINCULADO;7500347;1211219995;3024653;Mujer;22;1.7;0;70.6;2.335778
18723;RETIRADO;1449314;212587834.5;412631;Mujer;30;15.7;139.4961;9.1;7.994505
18724;RETIRADO;2111563;369583693;1199049;Hombre;70;14.3;229.6143;6.2;8.783455
18725;RETIRADO;1034348;161413166;612306;Hombre;6;15.9;184.7965;16.4;8.126928
18726;RETIRADO;7060283;1158517254;584849;Mujer;58;15;192.3951;76.4;8.042714
18727;RETIRADO;3236643;504182631.9;1634593;Hombre;28;1.2;264.0019;9.6;8.373025
18728;RETIRADO;8209969;1319323178;1414689;Hombre;29;16.6;349.0072;71.5;7.316784
18729;RETIRADO;2498905;472102498.2;1462752;Mujer;31;1.8;195.7169;9.1;8.213321
18730;VINCULADO;3572661;589526304.1;363143;Hombre;22;0.4;43.45526;13.4;2.859098
18731;VINCULADO;3484673;564997248.5;1995836;Mujer;12;1.7;0;15.2;3.286294
18732;VINCULADO;3539642;579146809.1;2660324;Hombre;21;2.6;41.64157;25.9;2.371076
18733;VINCULADO;7333694;1170708186;440318;Mujer;35;15.9;21.15409;78.2;3.195086
18734;VINCULADO;7371349;1186176642;1307217;Hombre;10;16.7;20.53747;72.2;3.224033
18735;VINCULADO;6526209;1010360280;1670226;Mujer;50;4.3;6.412348;35.2;2.594988
18736;RETIRADO;6999396;1077511567;686990;Mujer;9;1.8;200.6992;61.4;8.778284
18737;VINCULADO;620034;145858544.5;2675268;Hombre;19;15.2;23.7859;14.6;1.700291
18738;RETIRADO;7685851;1210474496;767554;Mujer;67;16.5;77.41274;81.5;7.58064
18739;RETIRADO;7325864;1145068253;738463;Mujer;12;15;300.9857;50.9;8.020095
18740;VINCULADO;2648380;504098359.2;3027531;Hombre;47;0.8;0;27.4;2.918728
18741;VINCULADO;6857220;1079934816;1835449;Mujer;37;15.8;158.5747;69.4;8.491658
18742;RETIRADO;980777;160100053.4;392490;Mujer;3;16.9;220.6665;23.2;8.203615
18743;VINCULADO;4572551;760826999.9;1571270;Hombre;45;2.8;0;26.7;1.918913
18744;VINCULADO;150000;52490835.54;390788;Hombre;7;16.7;9.50629;15.5;3.188749
18745;RETIRADO;4054255;648274530.6;855662;Hombre;29;1.6;280.478;18.6;7.952977
18746;VINCULADO;7008594;1144786530;1110482;Mujer;23;3.4;57.78813;64.6;2.846384
18747;VINCULADO;8125497;1249159934;1140871;Hombre;25;14.7;0;84.5;2.57817
18748;VINCULADO;3475142;564894398.4;988492;Hombre;35;1.9;0;17.2;3.229338
18749;;1298001;247361374.4;1414827;Mujer;32;16.7;230.2763;31.3;7.593706
18750;RETIRADO;1534270;277133726;775667;Mujer;24;15.5;228.1482;15.1;8.740197
18751;VINCULADO;3756515;639890187.8;524877;Hombre;12;2.2;0;20.5;3.514457
18752;VINCULADO;1474736;238916805.6;1282619;Hombre;36;17.9;239.3387;10.8;7.914566
18753;VINCULADO;7707704;1183580291;906207;Hombre;49;14.7;37.70463;62.3;2.263151
18754;VINCULADO;6921052;1067178812;1321264;Mujer;37;2.6;0;76;2.544936
18755;RETIRADO;6869891;1047783979;521239;Hombre;41;15.6;124.1849;107.2;8.166991
18756;VINCULADO;1318659;303460510.7;3228392;Hombre;36;15;152.5006;18.8;8.206548
18757;VINCULADO;7916600;1222765198;1093561;Hombre;23;16.7;45.04504;90.5;1.851171
18758;VINCULADO;7508254;1217134904;1501781;Mujer;32;16;81.88903;73.9;2.899628
18759;VINCULADO;7412932;1197987925;502870;Mujer;33;15.9;0;58.5;2.010787
18760;RETIRADO;2902265;477884766.1;1927663;Mujer;31;0.9;174.8466;0;7.72554
18761;VINCULADO;1433944;290947400.5;1371373;Hombre;12;15.3;0;2.1;2.925926
18762;RETIRADO;3704416;625471948.9;1450579;Hombre;28;4.3;171.8668;11.8;8.264235
18763;RETIRADO;2634086;419646662;1217024;Mujer;32;1.3;263.3393;14.1;7.874516
18764;VINCULADO;150000;74397444.62;2408059;Mujer;28;13.3;0;24;1.708432
18765;RETIRADO;369548;83143601.27;1544638;Mujer;21;15.9;191.8315;18.1;8.727826
18766;VINCULADO;4560165;737139675.3;2744474;Hombre;15;1.7;0;17.3;2.131382
18767;VINCULADO;3745679;609290201.6;2111675;Mujer;39;0.3;15.18088;29.4;2.501893
18768;VINCULADO;7075812;1168132660;2374173;Mujer;30;3.9;2.995233;48.9;3.679381
18769;VINCULADO;914127;135012119.8;462284;Hombre;4;16.4;10.87008;24.4;3.198723
18770;RETIRADO;3129933;571691895.8;2052296;Mujer;29;3.7;85.62446;8.6;8.063654
18771;VINCULADO;6238722;964023518;1531889;Mujer;21;16.7;0;104.3;2.372656
18772;RETIRADO;6152652;948956150.8;1073111;Hombre;27;15.5;311.0346;46.4;8.352246
18773;VINCULADO;7615363;1213628526;395060;Hombre;16;1.6;0;63.2;2.527885
18774;VINCULADO;461929;99838997.64;1930741;Mujer;33;16.8;0;4.4;2.994328
18775;VINCULADO;3411824;617835927;1825551;Mujer;19;0.5;0;5.8;2.306104
18776;RETIRADO;2607605;413064065.5;1169521;Mujer;27;0.9;308.819;9.9;7.594103
18777;RETIRADO;7501658;1246805651;1630887;Mujer;46;14.5;258.4295;78.2;8.30093
18778;VINCULADO;8750522;1430062736;2676777;Mujer;22;2.1;58.92653;53.8;2.58571
18779;VINCULADO;3362878;599150487.5;1387059;Hombre;5;1.8;24.02749;11.2;2.683763
18780;VINCULADO;6917254;1137244023;718478;Mujer;30;15.4;272.7076;42.7;8.243946
18781;RETIRADO;953133;169000751.6;483854;Hombre;15;14.4;191.2947;1.3;8.145156
18782;VINCULADO;403224;35339873.18;296858;Mujer;54;16.6;52.16192;19.7;2.003092
18783;RETIRADO;7587283;1238087719;968938;Mujer;27;2.3;158.5048;72.2;8.744509
18784;VINCULADO;7394932;1120273701;434409;Hombre;15;2.9;31.73913;73.7;3.047133
18785;RETIRADO;823275;215571670;1900002;Mujer;39;14.5;201.8574;20.7;8.017987
18786;VINCULADO;4145842;739554779.8;2212836;Hombre;25;1.8;69.18227;20.6;2.092742
18787;RETIRADO;7297263;1153096732;1646534;Hombre;28;16.2;154.1861;56.2;8.52074
18788;VINCULADO;6738844;1113490869;2167873;Mujer;3;15.8;47.62912;89.8;2.195415
18789;RETIRADO;2869627;463569214.5;1843954;Mujer;33;1.3;307.107;21.3;8.57015
18790;VINCULADO;6366714;1035723533;1779924;Hombre;10;14.6;3.910035;58.2;2.194733
18791;RETIRADO;8299155;1284277332;1415697;Hombre;20;16.4;192.5915;57.4;8.990049
18792;RETIRADO;6563198;983559957.9;384014;Hombre;1;15.4;232.3774;76.1;8.502435
18793;VINCULADO;6484985;1080237336;1835790;Mujer;29;15.9;20.91018;55.4;2.577368
18794;RETIRADO;150000;75573652.86;1976315;Hombre;64;17.1;0;26.1;2.410004
18795;VINCULADO;8024602;1211351945;387861;Mujer;0;1.5;10.75156;65.3;3.278866
18796;VINCULADO;1172358;271562516;1960262;Mujer;21;17.1;169.4554;0.7;8.330118
18797;RETIRADO;1726475;339913720.2;2114240;Mujer;17;16.1;365.4632;34.1;8.092801
18798;VINCULADO;6976042;1109786863;2039435;Hombre;24;15.9;4.221988;67.8;2.985003
18799;VINCULADO;1099764;209670512.4;1293211;Hombre;11;16.4;0;23.4;2.53975
18800;VINCULADO;8378926;1293208231;1333544;Hombre;15;15.1;11.50236;58.3;3.328426
18801;VINCULADO;1401146;228074085.1;328172;Hombre;31;15.3;38.48763;22.5;3.295975
18802;RETIRADO;940381;234080866.3;2805772;Mujer;9;15.8;122.3542;12.9;7.886094
18803;RETIRADO;7355255;1222078239;2555958;Hombre;6;18.4;149.9351;84.6;8.445421
18804;RETIRADO;6838273;1089217728;355661;Mujer;0;15.1;168.1823;80.8;8.111789
18805;VINCULADO;1707152;292045124.3;372766;Mujer;27;13.6;0;21.6;2.41424
18806;VINCULADO;959447;161092012.9;2144868;Mujer;0;16.9;177.5309;15.3;8.205996
18807;VINCULADO;7177939;1172593332;436047;Mujer;24;16.2;0;58.6;2.283543
18808;VINCULADO;7826696;1252159045;1920703;Mujer;22;0.4;62.1724;79.4;1.779848
18809;RETIRADO;2106958;329714306.5;1832042;Hombre;0;16.9;241.4127;25.5;8.644573
18810;RETIRADO;7397672;1198355362;758216;Mujer;41;14.3;109.5489;77.3;7.636875
18811;RETIRADO;7321504;1152698224;1902658;Hombre;0;14.5;299.7625;56.2;8.839205
18812;RETIRADO;7147729;1158444452;1778381;Hombre;27;3.4;218.4433;84.9;8.914881
18813;RETIRADO;2976255;519278604.3;422314;Hombre;12;3.2;210.0805;20;7.750446
18814;RETIRADO;3130980;458575475.6;597761;Mujer;42;1.2;185.3513;0;9.127881
18815;VINCULADO;1283171;243837427.5;2214018;Mujer;0;18.1;13.88181;9.8;2.167275
18816;VINCULADO;1491941;259549761.5;1549863;Hombre;37;16.3;0;3.3;3.071973
18817;VINCULADO;1162744;240972952.4;1412955;Hombre;23;16.4;0.6119703;6.2;3.268464
18818;RETIRADO;7484099;1197313603;2169668;Mujer;31;15.6;182.325;78.8;8.184176
18819;VINCULADO;7052154;1071716921;1084999;Mujer;31;17.6;0;72.2;2.82795
18820;VINCULADO;7020411;1088790330;1579031;Mujer;18;14.5;0;77.5;3.033398
18821;VINCULADO;1215127;228133038.9;1842894;Hombre;7;15;19.64001;19.1;2.683466
18822;RETIRADO;1188917;221347278.2;810758;Hombre;0;17.2;293.4358;20.8;8.531277
18823;VINCULADO;7276740;1093787085;244039;Hombre;45;16.1;20.23323;58.9;3.083196
18824;RETIRADO;2839483;500775533.6;2972176;Mujer;14;1.6;121.6354;25.1;8.361491
18825;VINCULADO;4109618;657555103.2;2448167;Hombre;55;2.4;44.2928;14.5;3.109632
18826;VINCULADO;6944917;1093177285;448510;Mujer;28;0.7;1.185552;86.9;3.069032
18827;VINCULADO;607175;123792853.9;1218316;Hombre;33;17.2;0;7.4;2.86996
18828;RETIRADO;6994490;1173110523;1874208;Mujer;32;2;191.0222;86.4;7.784324
18829;VINCULADO;7865640;28256047815;1083085000;Hombre;30;17;50.81118;90.5;2.443531
18830;VINCULADO;1722974;312907969.5;1970821;Mujer;21;17.8;11.38246;18.1;2.423781
18831;VINCULADO;8153882;1366138111;2463879;Hombre;6;15.1;50.53821;76.3;3.574028
18832;RETIRADO;332799;89140475.25;1646385;Hombre;20;16.3;172.4877;18.9;8.767551
18833;VINCULADO;1221618;207528747;1351110;Hombre;22;16;51.43832;17.4;2.934216
18834;VINCULADO;7523147;1241012392;1735416;Hombre;38;15.6;23.63171;63.1;3.393752
18835;RETIRADO;6172109;1045754170;1794120;Hombre;2;15.3;0;43.5;2.521906
18836;RETIRADO;6300479;1029572873;1504784;Mujer;35;16.1;267.0675;52.4;8.025466
18837;VINCULADO;7186655;1134043968;1548380;Mujer;38;15.2;0.8322931;96.7;2.496988
18838;RETIRADO;7581387;1200557277;2609959;Mujer;37;2.8;325.0058;67.1;8.129898
18839;RETIRADO;7099480;1172260583;2828742;Hombre;26;15.2;172.0023;54.2;8.827134
18840;VINCULADO;7503356;1220625597;1992850;Mujer;2;14.4;61.31618;56.8;2.505857
18841;VINCULADO;2480974;381731787.3;958034;Mujer;28;2;23.78351;18.7;1.784723
18842;RETIRADO;7336416;1163350168;1256742;Hombre;13;16.7;138.2495;81.7;7.863982
18843;RETIRADO;3775598;673570504.2;2267393;Hombre;22;1.3;310.28;17.3;8.425671
18844;RETIRADO;7270046;1190571102;2282774;Mujer;22;16.5;217.8535;95.4;8.476003
18845;RETIRADO;6232618;999059095.5;1812742;Mujer;44;2.9;154.6958;50.3;7.791413
18846;VINCULADO;4021788;664581797.5;974224;Mujer;8;2.7;0;11.2;2.734696
18847;RETIRADO;6417702;1046405834;1382223;Hombre;20;1.9;277.8919;67.1;7.973918
18848;VINCULADO;939043;144745365.5;475115;Hombre;34;16.5;0;13.5;2.710852
18849;RETIRADO;8113026;1304616640;2346895;Mujer;35;15.9;260.6168;56.6;8.137241
18850;VINCULADO;150000;60331121.1;2059623;Mujer;0;14.7;41.00971;5.9;3.23065
18851;RETIRADO;804118;178174716.3;1630037;Mujer;31;18.8;251.2685;24.9;8.888839
18852;RETIRADO;3130491;512842087.6;970907;Hombre;20;2.2;15.59791;9.2;3.047324
18853;RETIRADO;8222125;1278185201;1290354;Hombre;22;17.3;233.5455;73.2;8.210325
18854;RETIRADO;764258;165758491.3;1911340;Mujer;21;14.4;181.6516;18.5;8.259464
18855;RETIRADO;6652373;999102569.5;411363;Mujer;22;14.5;343.6432;74.2;8.071155
18856;RETIRADO;7422598;1214907917;2016255;Hombre;22;15.8;243.2772;48.3;8.153478
18857;VINCULADO;3192703;511779268.6;2549728;Mujer;8;0.5;13.13661;19.5;3.74643
18858;RETIRADO;7430478;1215702255;1406592;Mujer;0;16.3;170.3114;52.2;7.634228
18859;RETIRADO;7600996;1211657521;1520649;Hombre;4;1.7;200.9692;68.3;8.680961
18860;VINCULADO;7769450;1224308216;1192716;Hombre;16;3.1;0;51.2;3.378976
18861;VINCULADO;930754;108070051.9;545469;Mujer;19;14.7;64.95674;11.8;2.481233
18862;RETIRADO;7345345;1221216706;2697215;Hombre;18;2.8;156.156;41.7;8.369934
18863;RETIRADO;6754924;1068913600;453956;Hombre;19;16.8;186.0297;77.8;8.174514
18864;VINCULADO;661211;96373027.31;390580;Mujer;20;15.2;8.277259;15;3.295336
18865;VINCULADO;7021989;1131022311;1201266;Mujer;15;17.1;9.426493;63.4;3.875122
18866;VINCULADO;6753464;1079649862;569530;Mujer;34;2.9;2.789925;77.1;1.912027
18867;VINCULADO;7020704;1142651107;1601184;Mujer;35;1.6;206.7029;87.7;8.282277
18868;VINCULADO;7156416;1095206866;552949;Mujer;0;3.4;0;72.4;2.01511
18869;RETIRADO;3714945;557114473.4;353610;Hombre;19;1.1;198.0888;30.9;8.574396
18870;RETIRADO;7104396;1072900278;464606;Mujer;22;1.2;0;64.8;2.902241
18871;VINCULADO;7302773;1213908333;1407123;Mujer;14;4.4;48.52281;73.3;2.046532
18872;VINCULADO;7298189;1136310667;411525;Mujer;0;16.7;125.4032;70;8.281471
18873;RETIRADO;7342928;1163964928;2272994;Hombre;29;2.7;211.6863;68.2;8.118483
18874;RETIRADO;3585177;524356951.2;440429;Hombre;15;2.1;232.6687;0;8.10709
18875;VINCULADO;7843889;1224437202;1347052;Hombre;35;1.3;5.395116;111.4;2.997808
18876;VINCULADO;3363582;553287318.9;969407;Hombre;0;0;32.40443;13.9;3.129658
18877;RETIRADO;3341678;598224678.7;1331150;Mujer;28;3.4;0;19;1.922931
18878;RETIRADO;359819;84207631.45;1093922;Mujer;10;15.4;258.8693;15.9;8.25252
18879;VINCULADO;7808738;1243711850;1212801;Mujer;32;14.9;200.3662;62.8;8.944871
18880;VINCULADO;1352059;271321645.1;2061325;Mujer;9;16.1;53.82155;14.9;2.53228
18881;VINCULADO;2736488;454910901.8;328429;Hombre;11;4.4;0;0.9;2.909728
18882;VINCULADO;6996643;1127665632;1074547;Mujer;11;17;47.33114;94.6;2.745272
18883;RETIRADO;1378788;245143266.3;2740957;Hombre;34;15.8;182.9432;5.9;8.48983
18884;VINCULADO;4038046;617939844.1;550653;Hombre;0;1.1;28.19169;5.8;2.81516
18885;VINCULADO;7384828;1197538911;1256949;Hombre;37;16.2;0;70.4;2.925133
18886;VINCULADO;4127042;664951702.8;1677867;Mujer;27;2.3;0;16;2.426435
18887;VINCULADO;7050356;1083029387;420558;Hombre;31;4.5;7.59934;45;2.944267
18888;RETIRADO;4200041;637415794.1;920170;Mujer;0;1.5;120.3811;7.6;8.232892
18889;RETIRADO;1063306;191923303.4;1889342;Hombre;0;18.2;252.5248;8.5;8.827979
18890;RETIRADO;150000;72732143.27;468554;Hombre;18;17.1;0;18.5;2.119834
18891;VINCULADO;1740738;348674915.3;1334191;Mujer;49;14.9;29.14217;11.5;2.93617
18892;RETIRADO;6825307;1062146808;1265103;Hombre;0;13.3;243.4973;50.2;8.284482
18893;RETIRADO;2054823;428061205.5;2699761;Mujer;32;18.5;13.62576;8.7;3.149814
18894;VINCULADO;7839516;1192894042;432900;Mujer;25;2.1;17.89888;71.6;2.891271
18895;RETIRADO;7123431;1109058437;342941;Hombre;4;0.7;227.2115;62.1;8.151448
18896;VINCULADO;4424061;752831989.6;913321;Mujer;34;3.2;8.699903;12.2;2.82041
18897;VINCULADO;1645020;251908679.3;463877;Hombre;10;14.3;9.520672;11.3;3.527278
18898;RETIRADO;574534;127493161.3;1028251;Hombre;23;17.3;175.3537;14.2;8.140518
18899;VINCULADO;7827392;1227146024;808181;Hombre;34;1.5;1.764336;40;2.391314
18900;VINCULADO;3339608;557502300.8;1417398;Mujer;32;2;10.79333;18.1;2.196963
18901;RETIRADO;921275;200946338.7;1817420;Hombre;30;15.5;281.6133;19.7;8.172013
18902;RETIRADO;1502230;251723215.1;294053;Mujer;29;15.6;293.5089;30.3;8.009465
18903;RETIRADO;2988956;530731129.9;1294430;Mujer;12;0.7;17.52384;14.6;1.799559
18904;RETIRADO;7429015;1198588405;401687;Mujer;12;17.2;262.2667;75.1;8.495857
18905;VINCULADO;7816508;1232122377;842121;Mujer;35;15.1;18.074;75;2.734932
18906;RETIRADO;7329224;1176360281;1079643;Mujer;27;14.2;208.807;70.9;7.748296
18907;VINCULADO;6588170;1099017171;2441840;Mujer;7;1.8;0;76.9;2.404013
18908;VINCULADO;6963204;1129445954;396234;Mujer;0;15.5;194.1982;70.3;8.452517
18909;RETIRADO;3546790;629065467.5;1460859;Mujer;4;0;152.6865;0;8.393023
18910;VINCULADO;7304718;1157916706;1698160;Hombre;24;17.7;13.64699;71.7;2.854694
18911;RETIRADO;2946454;479572885.4;2387133;Mujer;26;3.8;223.0237;22.8;8.259993
18912;VINCULADO;879558;214083507.1;1760541;Mujer;20;15;0;11.2;2.615871
18913;RETIRADO;1558022;289749848.2;1151830;Hombre;22;14.4;175.2286;0;8.134717
18914;RETIRADO;3305470;523475428;901642;Mujer;24;2.3;212.6703;9.7;8.539146
18915;VINCULADO;3677950;560625614.3;1207977;Mujer;40;1.3;44.26278;23.2;1.865199
18916;RETIRADO;3434773;521350754.7;280617;Mujer;57;2.1;215.0491;9.3;7.255834
18917;RETIRADO;6818848;1064203909;565263;Mujer;13;15.3;177.4127;75.2;8.738764
18918;VINCULADO;6928483;1054820953;584263;Hombre;21;14.6;5.485443;79.7;3.507132
18919;VINCULADO;1268597;188945270.7;814425;Mujer;37;15.3;293.9841;15.4;8.231745
18920;RETIRADO;7305963;1175429739;2740434;Mujer;10;16;178.89;58.6;8.085799
18921;VINCULADO;957785;156501029.4;1104444;Mujer;28;17.3;71.4913;15.5;7.987366
18922;VINCULADO;3812148;633641142.9;1170973;Hombre;8;3.7;155.2204;20.2;8.047236
18923;VINCULADO;2539227;399345746.9;1946103;Hombre;51;1.4;193.7971;11;8.148533
18924;VINCULADO;6885600;1154606390;2010039;Mujer;26;13.8;25.89411;50.3;1.584714
18925;VINCULADO;1848112;321984541.7;348026;Mujer;40;1.1;50.69062;19.3;3.232853
18926;RETIRADO;7012179;1081663352;859146;Hombre;26;2.2;353.7952;78.7;8.108442
18927;VINCULADO;2264557;419974613.1;859901;Mujer;23;1.8;17.0807;23.1;3.07814
18928;VINCULADO;6538544;1028711074;781012;Mujer;43;17.4;36.96081;70.7;3.354883
18929;RETIRADO;863479;144447532.4;643544;Hombre;0;17.3;194.4627;13.4;8.004912
18930;VINCULADO;3556239;537207863;886643;Hombre;42;2.9;0;30.7;2.109804
18931;VINCULADO;6945388;1169647982;2605879;Hombre;19;15.3;0;46.9;2.992768
18932;VINCULADO;6611979;1058180087;412405;Hombre;22;14.4;19.6392;79.9;2.34942
18933;RETIRADO;2968874;494878852;1860105;Hombre;2;16.3;201.9024;1.9;8.700669
18934;RETIRADO;6731919;1048087294;741425;Hombre;44;2.6;180.84;89.4;8.055689
18935;RETIRADO;3369590;538793356.7;1693581;Hombre;37;2.2;195.5907;21.3;8.235358
18936;RETIRADO;1281678;179743454.3;1159240;Mujer;44;17.2;177.8786;4.8;7.934533
18937;VINCULADO;7128432;1175143908;1008920;Mujer;37;1.9;2.163865;55.8;2.183016
18938;RETIRADO;7045014;1161937386;1161578;Hombre;8;15.5;182.0974;76.8;8.498387
18939;RETIRADO;6956246;1090342653;729676;Hombre;9;1.8;262.2407;80;8.082394
18940;RETIRADO;3404191;549874124.7;369449;Mujer;23;1;282.1241;11.9;8.265515
18941;RETIRADO;3654785;581525370.2;900644;Hombre;14;2.2;204.6917;0.9;7.917934
18942;VINCULADO;7847568;1276652557;1783866;Hombre;29;1.3;118.3851;63.2;7.801077
18943;RETIRADO;762753;133297833.8;1783576;Mujer;71;16.3;108.3459;15.3;8.526494
18944;RETIRADO;7435925;1142514151;1364573;Hombre;1;1.4;251.617;80.3;7.40487
18945;RETIRADO;4260448;673421548.8;1362707;Hombre;32;1.9;157.6997;0.7;8.057468
18946;RETIRADO;6857775;1082388648;1285481;Hombre;30;16.8;235.3196;85.2;8.472109
18947;RETIRADO;2900628;548940393.7;2937028;Mujer;29;2.3;137.5987;5.3;8.139532
18948;VINCULADO;7097897;1115634603;1083827;Hombre;52;15.7;169.9411;55.8;8.736555
18949;VINCULADO;7673643;1184324116;405108;Mujer;24;16.4;227.6669;78.5;8.463357
18950;RETIRADO;728336;188639349.7;1408824;Mujer;32;16.4;0;14.7;3.483626
18951;VINCULADO;7545391;1143617251;690641;Hombre;24;0.9;26.76991;72.8;2.940968
18952;VINCULADO;2912373;439437754.6;1499445;Mujer;12;1.5;32.08501;27.4;2.533411
18953;RETIRADO;1173869;272009504.4;2038500;Mujer;10;15.6;213.0482;13.2;8.779054
18954;RETIRADO;3760530;600204275.1;1733745;Mujer;32;2.6;325.6544;31.4;8.512567
18955;VINCULADO;8176241;1291508838;2773095;Mujer;14;13.6;23.33305;68.2;2.560828
18956;RETIRADO;7945706;1314165263;1976723;Mujer;31;16.9;235.0601;59.5;8.549654
18957;VINCULADO;8381716;1333321037;3013294;Mujer;43;16.2;35.85728;74.6;2.638697
18958;VINCULADO;7213092;1163654066;2244521;Mujer;27;15.6;177.3457;68.8;8.088949
18959;RETIRADO;6642582;1071294594;538420;Mujer;32;17.6;156.7819;97.4;7.545009
18960;VINCULADO;3417378;604872011.7;1930019;Hombre;27;2.3;17.96888;0;3.429492
18961;VINCULADO;6796350;1054060807;1726168;Mujer;20;15.7;53.19843;50.5;2.497077
18962;VINCULADO;944844;245415554;2252638;Hombre;15;17.5;217.1929;0;7.925168
18963;VINCULADO;1239977;260742665;1038991;Mujer;51;14.8;0;17.9;2.682521
18964;VINCULADO;457370;128048526.8;1653736;Mujer;0;17.6;0;11.1;2.533773
18965;RETIRADO;627085;123082943;934625;Hombre;20;16.5;209.5869;12.3;8.582539
18966;RETIRADO;511183;120261236.8;2843461;Hombre;20;16.4;221.0344;23.5;8.212165
18967;VINCULADO;7349771;1190566819;2349512;Mujer;32;0.9;0;66.1;3.199176
18968;VINCULADO;6525592;1015508220;734196;Hombre;22;0.6;0;98.3;2.897118
18969;RETIRADO;3640438;600457988.7;1339487;Hombre;11;3.7;16.57285;28;3.520374
18970;VINCULADO;3005640;489547743.4;598402;Mujer;10;1.6;0;12.2;2.705508
18971;VINCULADO;2843173;415026075;457035;Mujer;0;2;0;4.8;2.770593
18972;RETIRADO;7325185;1189788660;1963442;Mujer;43;16.1;225.8626;84.3;8.358927
18973;RETIRADO;1198492;197115422;1532348;Mujer;6;17.5;203.8023;26.9;8.308612
18974;VINCULADO;1103635;142773159.7;369756;Hombre;33;15.8;213.0314;29.7;8.055576
18975;RETIRADO;7447606;1229465074;2088384;Mujer;19;16.2;58.01781;79.2;8.132255
18976;RETIRADO;2173159;326946180.2;377750;Mujer;25;15.2;138.8113;0.8;7.883253
18977;RETIRADO;7734139;1259232341;1490130;Hombre;14;0.7;128.0183;59.1;8.248744
18978;RETIRADO;1219477;251565381.6;847522;Hombre;5;16.8;256.5257;9.6;8.010735
18979;VINCULADO;7509656;1156765637;822426;Hombre;18;16.2;0;73.2;2.37419
18980;VINCULADO;3273134;545327911.1;1193176;Hombre;20;0;0;11.2;3.006509
18981;VINCULADO;3181294;487548075.7;922444;Hombre;11;1.4;0;18;2.683502
18982;VINCULADO;856363;153623124.4;1474430;Mujer;16;14.9;14.50148;28.4;2.283755
18983;RETIRADO;7141490;1112781769;399506;Hombre;40;16.4;269.604;75.7;8.301507
18984;RETIRADO;6845963;1073044282;1502296;Mujer;19;1.4;145.19;65;8.517935
18985;RETIRADO;8154702;1267924163;404672;Mujer;22;1;211.9545;60.3;8.380289
18986;VINCULADO;7616643;1195068780;1997229;Hombre;28;13.9;0;86.6;2.515817
18987;RETIRADO;3184808;564091393.8;960139;Mujer;16;1.7;181.5694;12.2;8.579251
18988;VINCULADO;7472626;1164566543;1493760;Hombre;33;2.6;204.2531;61.1;8.289916
